artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Twenty One Pilots,We Don't Believe What's on TV,22OqansuvEMQu9W0EfiGTI,63,0.547,0.936,9,-4.023,1,0.102,0.23,3.04E-06,0.172,0.642,120.003,177200,4
Twenty One Pilots,Message Man,4Oyl6oYSNeeZZP0OAxPVaU,63,0.715,0.838,2,-6.077,0,0.118,0.0897,0,0.15,0.497,120.007,240080,4
Twenty One Pilots,Hometown,40sRwFjfrRnaTdYPJIg4CP,63,0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,234947,4
Twenty One Pilots,Not Today,7qxjGHW485TL8ciwkHD5MK,60,0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,238040,4
Twenty One Pilots,Goner,5P3yUXUC9rZPJPNmYGKEAz,61,0.565,0.437,6,-7.68,0,0.0403,0.194,7.14E-06,0.0656,0.217,96.132,236733,3
N.E.R.D,Lemon (feat. Drake) - Drake Remix,739vCwA3EpBSkk3uDsI2wB,59,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34E-06,0.0932,0.245,189.992,226107,4
Rihanna,James Joint,10UDQ7qyclibQZeA8W9oH0,0,0.399,0.203,4,-11.649,1,0.0298,0.66,0.000163,0.27,0.405,134.202,72080,4
Rihanna,Needed Me,4DoQqJvURKxrPjcskj0IwI,0,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191600,4
Rihanna,"Yeah, I Said It",3LRiQ984MtAuGKbzH4QSsE,0,0.509,0.38,7,-7.479,1,0.158,0.547,1.21E-06,0.36,0.249,127.88,133080,4
Rihanna,Love On The Brain,4JlYrtPZlMWkhCiMrLHUrP,0,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006,224000,3
Rihanna,Close To You,1iNr6peSDziIlsJSS8Jxge,0,0.494,0.17,10,-11.368,1,0.0337,0.895,0,0.139,0.145,80.098,223213,4
Rihanna,Goodnight Gotham,2sHNQyTbE3ZvhjBFGqLxJU,0,0.418,0.672,0,-5.989,0,0.0429,0.00686,2.14E-06,0.277,0.353,82.134,88493,4
Rihanna,Pose,2eghogEKiH7hM70GYkF1XD,0,0.685,0.852,1,-3.153,1,0.0846,0.181,0.00135,0.147,0.77,145.918,144227,4
Rihanna,Consideration,7wVLads8CFKdKfKf09CDRw,0,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39E-06,0.0869,0.784,144.975,161067,4
Rihanna,Kiss It Better,7xLooJiPfa5xpI1Xvm9Ja5,0,0.619,0.806,3,-4.8,0,0.0483,0.272,0,0.0671,0.877,95,253080,4
Rihanna,Work,4m6D70k5xMmCDCB19u7Bi0,0,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320,4
Rihanna,Desperado,5I4ugX74O2xadBXW6BYrAQ,0,0.685,0.61,0,-5.221,0,0.0439,0.323,0,0.102,0.323,94.384,186467,3
Rihanna,Woo,6XMmChMU62XILB1evGYwTw,0,0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,235587,4
Rihanna,Same Ol’ Mistakes,6Z2jgMpqSzKsZkyBWqYkv8,0,0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,397093,4
Rihanna,Never Ending,5bVsO7xrZIHheCoEHjBi8o,0,0.53,0.391,10,-9.096,1,0.0286,0.751,6.97E-05,0.187,0.521,82.215,202507,4
Rihanna,Higher,7uaHWKcM7udTdFxOvBTYkJ,0,0.292,0.567,3,-4.191,1,0.0416,0.112,1.01E-06,0.119,0.392,153.199,120627,3
Rihanna,Sex With Me,6WAxKNbZoGNzQTIvdMqkFs,0,0.58,0.532,1,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049,206400,4
Kendrick Lamar,Black Panther,5qN4HFkapdAOV94XPryVof,56,0.618,0.582,1,-9.454,1,0.297,0.625,3.84E-06,0.265,0.48,90.035,130613,4
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
Khalid,The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,63,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21E-06,0.176,0.589,140.08,238893,4
Jorja Smith,I Am,0DJBgBiYeSn6n1AXAkFVE8,59,0.601,0.583,8,-5.725,0,0.263,0.144,9.73E-05,0.183,0.32,148.785,208760,4
SOB X RBE,Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,66,0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,219307,4
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),4KXwFI9pgJLpUIAc9oSL8j,56,0.507,0.606,8,-8.758,1,0.452,0.185,0,0.174,0.202,180.607,272307,4
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1eLSF6HfrRA0AsNmTkUlKx,65,0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,225267,4
Zacari,Redemption Interlude,4FpfU1O7WCLBnmwu5XAFk4,50,0.549,0.449,9,-13.645,0,0.104,0.662,4.88E-05,0.0866,0.223,121.164,85267,4
Zacari,Redemption (with Babes Wodumo),76iVOVsliCHlWqKuDnCfhE,54,0.778,0.765,11,-7.175,0,0.128,0.139,0.0274,0.123,0.642,125.062,222093,4
Mozzy,Seasons (with Sjava & Reason),35cOyocq8Gb6UcT0NWeTwn,53,0.629,0.554,1,-6.759,1,0.326,0.28,0,0.158,0.308,126.694,242293,4
Kendrick Lamar,Big Shot (with Travis Scott),5cXg9IQS34FzLVdHhp7hu7,65,0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018,221827,4
Vince Staples,Opps (with Yugen Blakrok),7bUcBztfGqO7cSI2gMZeCI,56,0.706,0.775,1,-6.819,1,0.335,0.152,3.32E-05,0.416,0.847,127.929,180893,4
The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,70,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,211440,4
SZA,Supermodel,5wTVNpi5WDByxBgKgUE6MU,70,0.613,0.442,6,-8.874,1,0.288,0.651,0,0.26,0.252,119.737,181120,5
SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,76,0.795,0.594,0,-6.2,1,0.0748,0.112,0,0.162,0.409,135.002,275080,4
SZA,Doves In The Wind (feat. Kendrick Lamar),593W4qZOwwdqF6YnimJjL6,68,0.693,0.713,10,-4.489,0,0.351,0.343,0,0.102,0.615,137.335,266080,4
SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,71,0.577,0.523,0,-5.538,0,0.0429,0.491,0,0.147,0.29,134.93,231400,4
SZA,Prom,5yvhdo8FXbBsIllxv2Rr94,63,0.805,0.702,1,-4.877,1,0.0887,0.0639,0,0.123,0.225,120.048,196133,4
SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,72,0.4,0.366,8,-9.405,0,0.0597,0.242,0,0.126,0.161,73.313,272187,3
SZA,Go Gina,6Vmow8PuUaU7W1T2WWLZk2,63,0.603,0.606,9,-6.634,1,0.114,0.799,0,0.391,0.462,80.176,161613,4
SZA,Garden (Say It Like Dat),19woxaSpjOefa2JnAOoqW5,69,0.73,0.457,9,-7.26,1,0.283,0.0705,0,0.124,0.549,111.352,208400,4
SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,75,0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,231253,4
SZA,Anything,0336UwEBwBBao8uWCuugYr,58,0.669,0.488,0,-4.711,0,0.326,0.394,0.000649,0.0952,0.548,151.798,149320,4
SZA,Wavy (Interlude) (feat. James Fauntleroy),3LcoHjgdNl4xtWVaJGSA1p,57,0.629,0.509,0,-8.1,0,0.0809,0.475,0,0.0727,0.389,78.99,75800,1
SZA,Normal Girl,5fQBa4wkmq28xpSLOQ202K,70,0.624,0.532,0,-7.146,1,0.124,0.269,5.17E-05,0.158,0.362,76.453,253587,4
SZA,Pretty Little Birds (feat. Isaiah Rashad),1IgePMOW0qEe1AViWgkal9,60,0.362,0.518,1,-7.687,1,0.306,0.223,0.00314,0.316,0.348,89.667,245947,4
SZA,20 Something,4h6ViRoztTBpWcJ1zFT9Zg,66,0.569,0.299,11,-8.603,1,0.275,0.739,0,0.054,0.505,81.049,198160,4
Russ,I'm Here,2fJAWYNc9P53oowjkpkYbh,46,0.629,0.694,1,-6.89,0,0.285,0.328,0,0.284,0.511,83.801,239467,4
Russ,Family & Friends,12D58FK59SgrfG1r7MDi4r,44,0.782,0.367,10,-10.861,1,0.305,0.711,0,0.102,0.606,134.986,175107,4
Russ,Back To You,0Hm0TZFnKnmw9qENRPBCB9,46,0.47,0.603,6,-5.44,0,0.455,0.00571,0,0.221,0.27,65.05,207547,4
Russ,Emergency,0eiRA0zYMV1et8R0C52WM2,41,0.71,0.725,1,-7.129,0,0.276,0.0338,0,0.285,0.189,85.97,230173,4
Russ,The Stakeout,4DqCB4QBJv8ESudmYG5L1f,46,0.722,0.663,5,-4.652,0,0.436,0.0404,0,0.108,0.81,160.106,171013,4
Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,61,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,164200,4
Russ,Ride Slow,6HK4YGOpZr1ost68QP3ul0,64,0.737,0.429,4,-10.252,0,0.0785,0.632,0,0.104,0.147,99.955,185400,4
Russ,Don't Lie,4eu6JBKQQDruA38FBDX22d,46,0.679,0.638,5,-3.122,0,0.316,0.027,1.79E-05,0.0909,0.709,180.36,188000,4
Russ,Do It Myself,5mB1bWU8VueYVxuvcLPn2B,58,0.831,0.558,1,-3.551,1,0.242,0.018,0,0.094,0.338,141.974,167333,4
Russ,I Wanna Go Down With You,7aDX6FMpAW6WFEWiKJnXKe,47,0.533,0.21,0,-12.402,1,0.038,0.889,0,0.111,0.4,140.34,183413,4
Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv,72,0.71,0.404,1,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553,165853,4
Russ,Got This,3p4WqtYWXEqO6iShUAZTAc,46,0.833,0.434,5,-10.323,1,0.414,0.0823,0,0.155,0.374,124.968,172773,4
Russ,No Turning Back,3ifyEy9pIoaY1DbJ7o3LX0,42,0.681,0.674,5,-4.615,0,0.422,0.0563,0,0.141,0.52,185.819,154827,4
Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,74,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
Russ,Scared,3Zc922QGIRgdMRFa6qSiz7,55,0.597,0.418,5,-10.03,0,0.177,0.652,0,0.12,0.313,129.948,179067,4
Russ,One More Shot,7L3FllK8NDaivTBFuvYf9i,46,0.825,0.669,2,-3.617,0,0.0947,0.00448,0,0.0359,0.954,99.96,191973,4
Russ,Pull The Trigger,57evRskKe47TvzG96SLLTM,63,0.623,0.651,4,-6.988,0,0.345,0.305,0,0.101,0.296,82.078,156560,4
Russ,MVP,6euh6chaRsi3Ywb1gA9LlO,44,0.611,0.528,8,-8.241,0,0.138,0.906,0,0.185,0.225,84.449,256253,4
Taylor Swift,Style,1fo2ctLqj3zBhRQKOXprol,61,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4
Taylor Swift,All You Had To Do Was Stay,0lmMtDQ2ElasKU2qDAE6NN,55,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02E-05,0.101,0.539,96.97,193293,4
Taylor Swift,I Wish You Would,1B5VzXPqMlvRw0U4HJY3dJ,57,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95E-05,0.102,0.513,118.035,207440,4
Taylor Swift,Bad Blood,0yN4fNzmVnmgC0dsOoi9Wh,54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16E-06,0.201,0.287,170.216,211933,4
Taylor Swift,Wildest Dreams,106R7Z57WYzBAfrXImV30y,55,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
Taylor Swift,Blank Space - Voice Memo,0yisH8r0f3Mkq34kjzUlCV,38,0.675,0.234,5,-15.064,0,0.721,0.801,0,0.657,0.578,127.296,131187,4
Taylor Swift,Welcome To New York,33Kq0AT5rvwyE4azisG08x,54,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64E-06,0.302,0.658,116.992,212600,4
Taylor Swift,Blank Space,2sC2P3BN0IXujNaaSyDmtP,59,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,4
Taylor Swift,Out Of The Woods,6Nde5KuTXyB7jlPO4upaBo,58,0.553,0.841,7,-6.937,1,0.0396,0.000743,1.19E-05,0.341,0.338,92.008,235800,4
Taylor Swift,Shake It Off,3fthfkkvy9av3q3uAGVf7U,57,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
Taylor Swift,How You Get The Girl,6wfugRLamFsTRbPcCpNnP7,60,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,4
Taylor Swift,This Love,1kTPQnabROVkW9bUXdCGrB,56,0.481,0.435,4,-8.795,1,0.0321,0.678,0,0.0928,0.107,143.95,250093,4
Taylor Swift,I Know Places,2zfgVd034GlUvk7LqBHl6u,57,0.602,0.755,0,-4.991,1,0.071,0.245,0,0.178,0.495,159.965,195707,4
Taylor Swift,Clean,4bXCcoesMt8u99xMsbLr9U,61,0.815,0.377,4,-7.754,1,0.0346,0.232,0,0.1,0.211,103.97,271000,4
Taylor Swift,Wonderland,6iWMI5oOhWrDbLbjmwTWFq,61,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57E-05,0.177,0.197,184.014,245560,4
Taylor Swift,You Are In Love,4A2LfnduSTsE8u0ecYROxE,61,0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,267107,4
Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z,66,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,4
Taylor Swift,I Know Places - Voice Memo,4JQm7ebhsrt10wmrP6AfXL,40,0.592,0.128,9,-17.932,0,0.589,0.829,0,0.527,0.15,78.828,216333,4
Taylor Swift,I Wish You Would - Voice Memo,4TtyvyI42C0KFnbDZvNC8Y,38,0.781,0.357,0,-16.394,1,0.912,0.717,0,0.185,0.645,118.317,107133,4
Drake,Free Smoke,05KOgYg8PGeJyyWBPi5ja8,63,0.736,0.491,10,-6.892,0,0.439,0.0681,0,0.571,0.203,141.979,218674,4
Drake,Jorja Interlude,13e6f8t7RKXuxZ0JdaaJRG,61,0.735,0.373,11,-10.478,1,0.104,0.762,0.00202,0.288,0.237,123.081,107673,4
Drake,Blem,2XlHu0HcujBCkWMdIAvrqt,64,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38E-05,0.0984,0.375,98.067,216558,4
Drake,Skepta Interlude,2dfqS3MRtbLZSZA1IL8xY5,56,0.745,0.822,7,-6.354,1,0.252,0.0103,4.20E-06,0.155,0.415,86.733,143214,5
Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,72,0.925,0.443,1,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078,236615,4
Drake,Lose You,2Na0z2gfN67Rzf0vp74Wi3,58,0.526,0.583,4,-9.172,1,0.376,0.699,0,0.372,0.378,89.837,305374,4
Drake,Do Not Disturb,2KvHC9z14GSl4YpkNMX384,74,0.618,0.693,7,-5.943,0,0.45,0.246,0,0.112,0.454,170.982,283551,4
Drake,No Long Talk,6CfrYuD3YRDYdYvH9jNtXY,59,0.913,0.608,10,-6.839,0,0.234,0.0671,0,0.533,0.578,97.063,149569,4
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
Drake,Get It Together,7y6c07pgjZvtHI9kuMVqk1,70,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4
Drake,Madiba Riddim,76gUmNLXGQVOsGhfcshkFP,63,0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,205163,4
Drake,4422,2fkeWbM6iqTw7oGHTYm2lw,65,0.609,0.229,11,-12.36,0,0.0333,0.558,0.0413,0.113,0.19,111.887,186293,4
Drake,Gyalchester,6UjfByV1lDLW0SOVQA4NAi,67,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,4
Drake,Nothings Into Somethings,6MbH1QiphMCPTqVEVC7UYi,59,0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,153725,4
Drake,Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,78,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4
Drake,KMT,2jTujnt0y344ai1rNOywgr,63,0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,162638,4
Drake,Can't Have Everything,5f5r2N4Lp9WoULWPH9zp2W,58,0.856,0.572,1,-8.429,1,0.373,0.0136,1.55E-06,0.121,0.454,82.445,228438,4
Drake,Since Way Back,5JUu0unA8VwhTZ9LkMWUVI,57,0.468,0.266,0,-11.121,1,0.13,0.348,9.55E-06,0.209,0.222,153.294,368036,4
Drake,Fake Love,343YBumqHu19cGoGARUTsd,74,0.928,0.481,9,-9.35,0,0.287,0.105,0,0.176,0.613,134.007,210937,4
Drake,Ice Melts,7bJ4mu7MHa3rHiNyKjOoSl,59,0.813,0.551,6,-7.605,0,0.353,0.08,0,0.386,0.598,124.957,250770,4
BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,181263,4
Drake,God's Plan,2XW4DbS6NddZxRPm5rMCeY,0,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67E-05,0.558,0.373,77.176,198960,4
Drake,9,1C7KSXR2GVxknex6I4ANco,62,0.68,0.712,10,-7.184,1,0.0453,0.000803,0.000612,0.237,0.0379,100.009,255787,4
Drake,U With Me?,03L2AoiRbWhvt7BDMx1jUB,61,0.429,0.43,2,-11.373,1,0.165,0.338,1.18E-05,0.138,0.125,174.983,297373,4
Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
Drake,Keep The Family Close,7sBwAWyXfiIgrYQ8BaJESH,58,0.378,0.566,9,-7.685,0,0.0482,0.149,0,0.382,0.196,87.691,328907,3
Drake,Feel No Ways,3cjF2OFRmip8spwZYQRKxP,74,0.582,0.677,7,-7.081,1,0.172,0.0312,6.60E-06,0.122,0.205,193.818,240653,4
Drake,Hype,5NFYuqu8V6QXc6mzcLImd6,61,0.787,0.635,4,-8.271,0,0.155,0.0253,0,0.357,0.237,130.018,209413,4
Drake,Weston Road Flows,4PA16FAl8LPmFmOhARawdV,60,0.623,0.74,1,-6.942,1,0.307,0.0635,0,0.366,0.35,82.877,253533,4
Drake,Redemption,4cRBqWBjuccCowYVHFlXK6,64,0.694,0.314,0,-7.82,1,0.116,0.611,2.07E-06,0.117,0.341,119.905,333947,4
Drake,With You,3aJkV6DUTSCqOwVwaBDG9B,63,0.878,0.406,1,-9.961,1,0.248,0.134,0.000234,0.112,0.784,128.014,195053,4
Drake,Faithful,2qLcJOLrh6Djda4uLbldSA,57,0.536,0.449,1,-10.499,1,0.103,0.11,1.49E-05,0.284,0.171,99.889,290133,4
Drake,Still Here,433P7tDcIAi6NLnf4Sh6tI,65,0.834,0.433,0,-9.607,1,0.174,0.0258,0,0.633,0.229,133.938,189853,3
Drake,Controlla,3O8NlPh2LByMU9lSRSHedm,72,0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92.287,245227,4
Drake,Grammys,5e574bhjycX1eH2l4Auage,60,0.676,0.432,1,-9.51,1,0.502,0.00163,3.84E-06,0.0799,0.12,145.869,220427,4
Drake,Childs Play,3NxAG2ni1lLa8RKL6a0INc,68,0.746,0.475,10,-11.243,0,0.113,0.0175,1.10E-05,0.197,0.292,80.006,241400,4
Drake,Pop Style,5mPSyjLatqB00IkPqRlbTE,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16E-06,0.105,0.0594,133.053,212947,4
Drake,Too Good,3BtuIIrQlkujKPuWF2B85z,74,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996,263373,4
Drake,Summers Over Interlude,3ppVO2tyWRRznNmONvt7Se,62,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333,3
Drake,Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe,69,0.722,0.252,1,-14.411,0,0.0761,0.0671,0,0.0852,0.275,79.923,238120,4
Drake,Views,7MjSipTto9QljYzZnloXOn,58,0.395,0.852,5,-5.896,1,0.37,0.0657,0,0.262,0.112,76.428,311960,4
LANY,Super Far,15ahYSiHAIMxAnujlXVtta,65,0.575,0.46,1,-6.839,1,0.182,0.0988,0,0.227,0.462,95.952,203650,4
LANY,Parents,0sJbNCbEH20YUyD7ICdgJY,38,0.76,0.205,5,-17.805,0,0.925,0.992,6.54E-06,0.278,0.495,70.187,78272,4
LANY,13,0WOvSEVpUGkNufX0w0M06F,68,0.784,0.539,8,-8.148,0,0.0628,0.69,1.75E-05,0.0367,0.697,133.963,234818,4
LANY,Tampa,0qsXeAHVa7y8OX27gqAxRx,43,0.722,0.547,6,-9.349,1,0.0636,0.156,0.385,0.0946,0.448,141.972,221252,4
LANY,Dumb Stuff,4Q3d0fDDg6l9sqlAMVumgJ,46,0.431,0.894,0,-7.189,1,0.0363,0.0776,0.0322,0.317,0.62,123.015,152248,4
LANY,The Breakup,42MrgSLArhLVJMJXVJbZjZ,54,0.554,0.718,1,-5.361,1,0.0857,0.105,0.0601,0.293,0.562,116.086,236693,4
LANY,Flowers On The Floor,74Em6CujsH63r78S380JsB,46,0.777,0.619,1,-6.717,1,0.135,0.0713,0.00522,0.101,0.397,117.978,258411,4
LANY,ILYSB,2btKtacOXuMtC9WjcNRvAA,68,0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026,211150,4
LANY,Hericane,4bU5xCQQiURmotfz9ohUNo,61,0.673,0.419,0,-8.151,1,0.0316,0.402,0.000179,0.112,0.171,135.914,346797,3
LANY,Hurts,2N5AA16n90ZDksRqGID3kM,59,0.804,0.799,0,-5.937,1,0.179,0.255,1.85E-06,0.082,0.538,95.022,216749,4
LANY,Good Girls,2kMKmb60xVUIWW2Out8ypz,58,0.708,0.687,1,-7.084,1,0.038,0.0022,0.145,0.133,0.439,117.976,249379,4
LANY,Pancakes,2Br251pz4tr0L5FOuf6Fyx,50,0.713,0.604,5,-9.011,1,0.0258,0.507,0.00671,0.0909,0.628,99.204,232320,4
LANY,Purple Teeth,1gDAWXx0SviMywx5BliYWP,44,0.773,0.764,5,-6.814,0,0.0443,0.0633,0.00115,0.121,0.2,120.052,233968,4
LANY,"So, Soo Pretty",667BMtYteOnldcQWsQYehG,44,0.5,0.154,8,-19.997,1,0.0297,0.771,0.923,0.0912,0.402,80.027,102412,4
LANY,It Was Love,3Qqsr0Xu0Ts6AaC1XqMFC8,51,0.439,0.721,10,-7.017,1,0.0777,0.0265,0.000113,0.0853,0.438,137.987,228302,4
LANY,ILYSB - STRIPPED,3Dkvp3L4w0uJFYfIPa8E9H,66,0.661,0.393,5,-8.199,1,0.0554,0.546,0.000131,0.11,0.165,83.851,244820,4
Cardi B,Drip (feat. Migos),2qcG0nZ6S3zZV0UrkY5nFo,60,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4
Cardi B,Bickenhead,17Yq72h0p15OhCbZ5lJ5gd,54,0.884,0.814,7,-5.333,1,0.303,0.154,1.67E-06,0.158,0.907,155.938,181624,4
Cardi B,Be Careful,2Yl4OmDby9iitgNWZPwxkd,67,0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,210787,4
Cardi B,Best Life (feat. Chance The Rapper),00B7TZ0Xawar6NZ00JFomN,55,0.62,0.625,9,-7.438,1,0.553,0.287,0,0.314,0.665,167.911,284856,4
Cardi B,Money Bag,1vBeIXlzbAieGoDqInav5j,55,0.947,0.788,10,-6.138,0,0.124,0.107,0.000691,0.108,0.454,129.977,229005,4
Cardi B,Bartier Cardi (feat. 21 Savage),0dIoGTQXDh1wVnhIiSyYEa,65,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,224285,4
Cardi B,She Bad,0CfmNX2TXk7yoJqHJiixnp,57,0.791,0.504,10,-7.864,1,0.266,0.0183,0,0.0963,0.355,159.949,230953,4
Cardi B,I Do (feat. SZA),1f5PNhkNgUpvDEeZfcIlO1,64,0.886,0.473,7,-7.338,0,0.255,0.27,2.58E-05,0.0864,0.438,135.065,200205,4
Cardi B,Get Up 10,7p2ewixAShLpjDZrnzZK7c,57,0.806,0.57,1,-6.927,1,0.246,0.0977,0,0.105,0.454,93.015,231453,4
Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,223713,4
Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,79,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4
Cardi B,Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA,65,0.767,0.543,1,-7.881,0,0.103,0.049,0,0.115,0.485,106.029,177140,4
Cardi B,Thru Your Phone,74cVJfmK18rhWnscIpGXjt,69,0.837,0.549,0,-5.722,1,0.167,0.17,0,0.057,0.209,121.954,188524,4
Choker,Lush,4vZcsZnmpZ0GAISQon0TvU,30,0.445,0.322,8,-11.016,1,0.0624,0.954,0,0.0975,0.275,69.442,324000,4
Choker,Brown Steel,3UyfbleQaK7IJJQ1KGypve,37,0.567,0.46,0,-6.249,1,0.0307,0.352,0.00478,0.565,0.332,127.295,189714,4
J. Cole,Intro,4YwNf1fLZt9IQhJeHNWfBi,6,0.435,0.268,7,-15.164,0,0.0438,0.844,0.0632,0.107,0.119,78.802,129267,4
J. Cole,January 28th,6NyhBA9M6KK0fuVsojxL00,11,0.478,0.546,5,-8.59,1,0.354,0.26,0,0.0951,0.373,79.237,242813,4
J. Cole,Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,26,0.517,0.705,6,-8.205,0,0.364,0.0751,0,0.128,0.584,175.906,239320,4
J. Cole,03' Adolescence,4txn9qnwK3ILQqv5oq2mO3,11,0.519,0.809,1,-6.362,1,0.556,0.388,0,0.275,0.262,146.02,264213,4
J. Cole,A Tale of 2 Citiez,7lL3MvFWFFSD25pBz72Agj,15,0.559,0.556,6,-7.844,1,0.531,0.553,0,0.251,0.362,189.861,269787,4
J. Cole,Fire Squad,4Tjh34RS4ACZ6f6srlDBg8,12,0.516,0.738,11,-7.209,1,0.414,0.28,0,0.621,0.599,175.427,288200,4
