,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
150,deadmau5,strobe - ov,7rHLdW9JCTxj7yIFafHqRo,28,0.308,0.162,8,-15.666,0,0.0327,0.8,0.956,0.088,0.0643,79.973,310508,4
151,deadmau5,Ghosts 'n' Stuff,3jXmZ5A2Mm812brTOhDmhY,23,0.616,0.621,5,-6.939,0,0.125,5.18e-05,0.105,0.16,0.465,127.978,328740,4
152,deadmau5,Raise Your Weapon,4grUGQeAfNs6yQOdgEkncM,47,0.507,0.699,1,-7.483,1,0.0814,0.0166,0.00172,0.112,0.0744,139.909,502909,4
153,deadmau5,Strobe,58wDfZrOByUJpigigbi34A,25,0.43,0.338,8,-14.232,0,0.0395,0.0114,0.917,0.112,0.0349,128.011,637062,4
154,deadmau5,I Remember,6V7SBJsDG9B4iVywka4koo,49,0.813,0.515,11,-8.044,0,0.0465,0.0236,0.25,0.115,0.633,128.01,547503,4
155,Grizzly Bear,Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,69,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,243160,4
156,Metallica,Don't Tread On Me,0PDThNPaf3ganx4PFmGznK,1,0.674,0.833,2,-7.625,1,0.0393,0.00453,0.00574,0.274,0.682,107.991,240293,4
157,Car Seat Headrest,Drunk Drivers/Killer Whales,2os0aK782bakCPmjow0SU0,0,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11e-06,0.103,0.458,117.079,374653,4
158,Cage The Elephant,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,77,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4
159,The Libertines,What Katie Did,39BYRAiJhO6fWPJTDYhMxm,0,0.447,0.582,9,-6.44,1,0.0394,0.0811,5.49e-05,0.105,0.45,169.449,229840,4
160,The Libertines,Can't Stand Me Now,71D4LseR0RADPbyvMeTIHR,0,0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,203733,4
161,The Libertines,Don’t Look Back Into The Sun,1xKrHVZW1NOH7WknHNvW8j,0,0.21,0.84,0,-4.053,0,0.109,0.00527,0.00117,0.265,0.618,178.905,178267,4
162,my bloody valentine,Only Shallow,52UcjsM15hjCQAUbTW2hy1,52,0.138,0.691,0,-7.976,1,0.0443,0.000377,0.786,0.0895,0.36,170.342,257520,4
163,Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),3h1iu4HvBlLqRuft2kJEcr,0,0.766,0.806,8,-10.011,1,0.0403,0.124,0.171,0.119,0.76,123.509,165227,4
164,Dr. Dog,Nellie,1aRvUHgMe9ichgcHAAs12f,61,0.506,0.526,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,217613,4
165,The Black Keys,Howlin' for You,0grFc6klR3hxoHLcgCYsF4,63,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,191800,4
166,Cage The Elephant,Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,71,0.636,0.849,0,-7.075,1,0.106,0.0438,0.0,0.372,0.917,156.036,175493,4
167,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,70,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973,4
168,Pepper,Stone Love,1AO26gK1sI6PoFY9eUF8yV,59,0.837,0.478,6,-5.861,0,0.0627,0.0571,0.00129,0.0569,0.81,78.746,254800,4
169,The Lemon Twigs,Those Days Is Comin' Soon,6UzCZT0Jv0P0Lu8DauyY6W,0,0.412,0.923,7,-4.465,1,0.0735,0.183,0.0,0.595,0.656,112.21,143173,4
170,The Lemon Twigs,Haroomata,1k5N0zgpjoqOHV6gXueHbo,0,0.383,0.552,2,-7.74,1,0.0295,0.341,0.00115,0.0861,0.262,148.302,151813,4
171,The Lemon Twigs,These Words,3KpqmoNotNARaVO1D2woYf,0,0.389,0.714,9,-7.405,1,0.0723,0.266,0.0228,0.0752,0.677,165.174,221053,4
172,The Lemon Twigs,As Long As We're Together,5R9nkf4JOWkOHGSPtsyUVz,0,0.432,0.392,9,-9.318,1,0.0415,0.36,0.000156,0.116,0.263,139.329,303907,4
173,The Lemon Twigs,How Lucky Am I?,703WAiGZhfi5Oqc72Q5QAS,0,0.471,0.159,4,-12.978,1,0.0284,0.956,2.9e-05,0.149,0.168,69.618,220293,4
174,The Lemon Twigs,Hi+Lo,12jkvlN8LZFH72q5DMAn9r,0,0.293,0.77,4,-6.407,1,0.0672,0.16,0.0,0.0847,0.262,156.04,298880,4
175,The Lemon Twigs,Frank,5bXq2uXjVHEV0qyEIXwceF,0,0.274,0.588,0,-5.808,1,0.029,0.154,0.00213,0.1,0.204,160.152,357133,3
176,The Lemon Twigs,A Great Snake,2ery6P76zFOgD2QxGokeb5,0,0.602,0.676,9,-6.283,1,0.029,0.0251,0.00197,0.322,0.397,124.081,399707,4
177,of Montreal,Lysergic Bliss,0MjAN5HhvpRiPmxGNrx5oc,44,0.481,0.747,6,-6.27,0,0.0513,0.373,0.0437,0.102,0.827,110.994,244013,4
178,Morgan Delt,Some Sunsick Day,54WIS7qug0Gnt65eD9gg8g,0,0.489,0.633,1,-9.55,1,0.0303,0.423,0.758,0.0867,0.519,150.084,311280,3
179,Dr. Dog,Where'd All the Time Go?,0UV5zxRMz6AO4ZwUOZNIKI,75,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4
180,The Voidz,Leave It In My Dreams,31u6rUeIEXGrYVoh10U7eu,56,0.6,0.746,4,-4.696,0,0.0355,0.0226,0.0119,0.109,0.614,118.551,239442,4
181,The Velvet Underground,Who Loves the Sun - 2015 Remaster,1rJi8cf8OWsrX4CqBnMSoQ,52,0.441,0.568,4,-8.833,1,0.0298,0.326,0.0,0.368,0.721,130.131,166213,4
182,Parquet Courts,Tenderness,2wF5p2dfUbEiqAnCRVNwmK,0,0.716,0.736,7,-3.761,1,0.0363,0.165,0.000171,0.0746,0.945,98.005,186107,4
183,of Montreal,Gronlandic Edit,3X8gOyVXP93Tslnz9Bxw24,52,0.971,0.4,4,-7.154,0,0.0487,0.0833,0.000661,0.108,0.652,119.953,204760,4
184,The Lemon Twigs,Small Victories,6w1eU8OL6uVogJ2U8S2fcK,0,0.433,0.859,8,-7.377,0,0.0316,0.00634,0.00326,0.0812,0.935,95.974,236367,4
185,Loving,The Not Real Lake,0uFZznoUJaaejUdJusmUEC,44,0.498,0.695,8,-7.786,1,0.0744,0.604,0.457,0.0596,0.335,84.76,186060,4
186,Loving,Bowlly Goes Dancing Drunk into the Future,7KtxHirt0UpK7NQE0aG8L6,52,0.708,0.339,3,-14.17,0,0.0543,0.749,0.00034,0.0913,0.298,79.371,160584,4
187,The Lemon Twigs,Light and Love,1VSXkY88ZN9sfTZUaBzC82,0,0.262,0.434,9,-5.785,1,0.0261,0.286,0.000732,0.14,0.125,163.275,264547,4
188,The Lemon Twigs,"Baby, Baby",4gObmYP7mSts7Nn3HVZ7Ry,0,0.378,0.699,6,-8.139,0,0.111,0.328,2.25e-05,0.561,0.464,171.322,296773,4
189,The Lemon Twigs,I Wanna Prove to You,7sjYzHb6IEQelfcG52hM28,0,0.392,0.677,2,-5.689,1,0.0343,0.465,1.13e-05,0.16,0.377,94.213,221213,4
190,Courtney Barnett,Avant Gardener,3LueS3mbuB1yaJNN0Ale6U,54,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227,4
191,Todd Terje,Alfonso Muskedunder,48VsT5UCEE458bRZZiZN5w,39,0.569,0.948,5,-7.536,1,0.0512,0.0328,0.925,0.0928,0.876,192.043,204933,1
192,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remaster,0i19MAZbyn8uTir7FprXId,58,0.399,0.467,5,-11.763,1,0.0284,0.303,0.0186,0.124,0.525,75.601,445187,4
193,Pavement,Harness Your Hopes - (B-side),4tggZyGJMNJMooWuRbvN5q,0,0.605,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.882,206947,4
194,The Strokes,Bad Decisions,6e2pJqucDMxbp061B40r6O,0,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,293360,4
195,The Strokes,At The Door,7dz48pntblPzJ9mTPiUH81,0,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,310373,4
196,The Clash,London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,69,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,4
197,The Clash,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,76,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4
198,The Clash,The Guns of Brixton - Remastered,0jnFDxgNhS156vu6roUVco,54,0.74,0.613,7,-9.487,1,0.0856,0.00494,0.118,0.095,0.676,96.491,192440,4
199,Tame Impala,Posthumous Forgiveness,1KcOU0q9AMXV9xi4tSzzCc,60,0.367,0.613,7,-5.646,1,0.0297,0.0508,0.00171,0.282,0.0966,153.978,366067,4
200,Pearl Jam,Yellow Ledbetter,3bE5slaVEfaDreqARl6k4M,68,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,4
201,Johann Sebastian Bach,Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro,3nxaPqAOxUxkLhIhbvmv4t,47,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,453507,4
202,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",0CJuLeZpCdqrqoCMXWZw8k,55,0.149,0.128,2,-20.459,1,0.0462,0.944,0.928,0.0703,0.113,47.362,415813,3
203,The White Stripes,I Just Don't Know What To Do With Myself,3oJRqdtk5Xc6mX5AdfUXgx,0,0.376,0.721,0,-8.232,1,0.104,0.659,0.0,0.113,0.36,94.947,166467,4
204,Mac Miller,Good News,3ClBKQkKoaUQ6UOhe2xlJK,55,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
205,Outkast,Roses,6bUNEbXT7HovLW6BgPCBsb,70,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,369573,4
206,Outkast,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,80,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4
207,Outkast,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,79,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4
208,Willie Nelson,Always on My Mind,2xYQTU2bbg6WVAmpY1eae4,61,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,212667,4
209,Willie Nelson,On the Road Again,3MpK9vnxxgYvh0CNeGvx6G,50,0.731,0.716,4,-7.962,1,0.0417,0.687,0.000882,0.597,0.777,111.281,148107,4
210,Psychedelic Porn Crumpets,Found God in a Tomato,4xBFKgS6VAmpmeoG0WJ9Pl,49,0.238,0.789,0,-6.453,1,0.0404,0.00213,0.0212,0.349,0.291,82.06,534213,4
211,Mac Miller,Everybody,1OuN92HcVG6NVpWbeESNB3,60,0.875,0.599,9,-9.077,0,0.138,0.0333,0.0143,0.113,0.112,152.061,256507,4
212,Outkast,Prototype,1QJb6LWvPXZpTMiqqODqkH,55,0.643,0.376,9,-7.424,1,0.0426,0.348,0.000335,0.111,0.193,76.002,326240,4
213,King Gizzard & The Lizard Wizard,It's Got Old,6S4gCwQuHOwGN5mBUV9ysR,0,0.468,0.659,2,-7.684,1,0.0415,0.204,0.0,0.61,0.739,78.417,178680,4
214,King Gizzard & The Lizard Wizard,Homeless Man In Addidas,1HE1nNwIZXkVQVTyNYufLl,0,0.451,0.66,0,-14.16,1,0.157,0.808,0.898,0.83,0.581,90.042,204613,4
215,King Gizzard & The Lizard Wizard,Rolling Stoned,2i06vVECzhwvleWQqFRK14,39,0.291,0.652,5,-8.123,1,0.0295,0.445,0.926,0.668,0.409,89.186,198040,4
216,Tame Impala,Skeleton Tiger,5VdLK7Kcqyf5RstFU0lhwh,35,0.611,0.679,2,-6.996,1,0.0397,0.729,0.481,0.167,0.495,121.962,264800,4
217,Tame Impala,Beverly Laurel,1Oj13og6HlaDdF8EvgbaFD,0,0.591,0.762,4,-6.523,0,0.172,0.252,0.605,0.0618,0.716,111.973,190489,4
218,The Avalanches,Frontier Psychiatrist,0E2UdlzNQP9I70MYumYlFo,0,0.711,0.905,6,-7.459,1,0.218,0.122,0.000166,0.395,0.437,98.931,288347,4
219,The Avalanches,Saturday Night Inside Out,3wWZfpPJXnW5cS6ULwdJqW,32,0.62,0.818,2,-9.003,0,0.0522,0.485,0.775,0.337,0.57,113.601,307239,4
220,Nirvana,Marigold - B-Side,40VSbBSYbPN10vJYeZq4tm,61,0.367,0.326,3,-13.025,0,0.0395,0.126,0.000599,0.12,0.333,175.109,154280,4
221,G. Love & Special Sauce,This Ain't Living,36wSw6bW96i3gzjB3EPyLC,37,0.568,0.537,9,-10.195,0,0.125,0.0843,0.0,0.116,0.465,171.528,392573,4
222,Daft Punk,Around the World,1pKYYY0dkg23sQQXi0Q5zN,74,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,429533,4
223,The Avalanches,Frankie Sinatra,39j3ulhZAiudnvNp7dwgYl,41,0.695,0.846,2,-5.874,0,0.329,0.678,0.0,0.673,0.832,95.515,224013,4
224,The White Stripes,I Want To Be The Boy To Warm Your Mother's Heart,4kfavrmsMwzD6QnB3biWgP,0,0.53,0.475,7,-8.88,1,0.0274,0.46,0.00068,0.0463,0.41,77.886,200533,4
225,Nirvana,Radio Friendly Unit Shifter - Live & Loud,0YsDqHWbLScrzFAvmSGyOd,33,0.123,0.988,1,-6.528,1,0.207,9.19e-06,0.199,0.874,0.0631,155.963,270681,4
226,The Murlocs,Space Cadet,3LzZ8BZm3BdiSRiT3HqeXy,0,0.528,0.912,4,-4.434,1,0.0302,0.0885,0.00314,0.486,0.845,112.904,190284,4
227,The Murlocs,Rolling On,79x1qL47ZyywV5Va12FIiH,0,0.242,0.792,9,-4.986,1,0.0318,0.00495,0.00015,0.0899,0.39,187.63,199787,4
228,ORB,O.R.B.,3Z7PCRQJCMqDCc2dxqlZBZ,32,0.341,0.699,0,-7.152,1,0.0365,0.0147,0.863,0.111,0.199,103.103,526968,4
229,ORB,A Man in the Sand,2dKHON9eCSNCXaktkrrV6t,33,0.292,0.656,4,-5.995,1,0.0294,0.00457,0.00925,0.071,0.499,150.974,222388,4
230,The Avalanches,Since I Left You,516V4vS25xnGdVgkBWO6Wf,0,0.516,0.916,7,-7.255,1,0.0644,0.237,0.0,0.636,0.478,102.779,261000,4
231,Bingo Players,Rattle,3uXzBSx2eMKRTEP46SZ2fC,58,0.744,0.957,7,-4.8,1,0.0519,0.00152,0.884,0.352,0.529,127.991,287184,4
232,Benny Benassi,Satisfaction,5JZnjM9ijpit0d5zjT8MM7,0,0.802,0.725,11,-3.392,1,0.102,0.165,0.0984,0.0782,0.347,129.984,285413,4
233,Benny Benassi,Cinema,4jKeYH0Gwq2PE3YYSClzM9,59,0.482,0.841,9,-2.622,1,0.0607,0.0809,0.0,0.214,0.424,129.818,183231,4
234,Gorillaz,Andromeda (feat. DRAM),2C0KFbb4v9CNWR5c9jWcKC,63,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197547,4
235,Gotye,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,74,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4
236,Silvery,You Give A Little Love,01mVOETFZ5DjCeNQghGWsi,5,0.392,0.844,7,-5.037,1,0.0671,0.0206,0.0,0.0938,0.601,127.355,244307,4
237,Aerosmith,Cry Me A River,5Oce0uLURDglNxkV7wQ3e6,22,0.222,0.467,11,-11.644,0,0.0355,0.0586,0.0,0.0847,0.198,191.919,246240,3
238,Sean Kingston,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4
239,Biz Markie,Just a Friend,3yNVfRQlUPViUh8O2V9SQn,59,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,238267,4
240,Blind Guardian,Valhalla - Live,4gSDS1Z3QjCRz1zStITE6Q,0,0.136,0.941,8,-7.255,0,0.268,0.000413,0.0155,0.952,0.0674,80.128,515467,4
241,Blind Guardian,Mirror Mirror - Remastered 2007,2UJcDYNwwOeyVFEshJC7XT,0,0.314,0.964,0,-4.276,1,0.0939,0.00135,0.000247,0.289,0.238,177.931,306013,4
242,Bullet For My Valentine,Scream Aim Fire,45YjbmNrNU5JIUqDeVpVkR,45,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4
243,Nirvana,Moist Vagina - Demo,4NAmOGO0zm2wifQtfohjDk,26,0.392,0.5,10,-5.174,1,0.0473,0.00893,0.0746,0.0958,0.444,110.023,115973,4
244,Nirvana,I Hate Myself And Want To Die,33062y1J4mOvKWBhIEFZS3,33,0.256,0.924,1,-3.755,0,0.0689,0.0712,0.00971,0.0929,0.195,115.179,242240,4
245,2Pac,Dear Mama,6tDxrq4FxEL2q15y37tXT9,69,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,280000,4
246,2Pac,Ambitionz Az A Ridah,3ssX20QT5c3nA9wk78V1LQ,1,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387,4
247,The Fratellis,Chelsea Dagger,3ItzRpwvKtkDSNdRSjXu7Z,60,0.512,0.817,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607,215173,4
248,The Dandy Warhols,Bohemian Like You,0yEhNqCwEfy8LHUmnZoHpP,68,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,211707,4
249,Living Colour,Cult of Personality,1XIh7vGeTRTbCmWAX6A8u8,40,0.508,0.911,0,-3.425,1,0.0501,0.00176,3.59e-05,0.497,0.553,91.983,294160,4
250,Buckethead,Soothsayer (Dedicated to Aunt Suzie),5VBwLOZDyDWInNYIUniuZG,51,0.23,0.766,10,-3.849,0,0.0398,0.000424,0.838,0.159,0.227,151.106,544800,4
251,Kendrick Lamar,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
252,Skrillex,Bangarang (feat. Sirah),6VRhkROS2SZHGlp0pxndbJ,68,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253,4
253,Benny Benassi,Cinema (feat. Gary Go) - Skrillex Remix,6jNM6fKx3WnyHbWBI9hs2r,0,0.635,0.983,6,-3.807,0,0.174,0.00901,0.00799,0.0683,0.434,145.085,307987,4
254,Piruka,Ca Bu Fla Ma Nau,1VdIgUz8lT0JAsnMZRBHzz,30,0.794,0.48,8,-10.627,1,0.134,0.699,0.0,0.0707,0.54,112.016,334286,4
255,Piruka,Não Faz Isso,0D8wUCg5XGHfWQIEzMmJAl,29,0.768,0.564,2,-10.858,1,0.332,0.538,0.000611,0.109,0.253,129.983,160813,4
256,Titãs,Clitóris,0v6wniGHk7gKG9lM4nBpSN,21,0.55,0.811,0,-12.527,1,0.0359,0.000945,0.00204,0.117,0.511,114.063,227760,4
257,Stone Temple Pilots,Vasoline,5vCE0xRLIEG1Zej2tgWFDb,0,0.297,0.989,10,-4.945,1,0.111,0.00141,0.000167,0.0911,0.323,168.893,174760,4
258,Mudhoney,Touch Me I'm Sick,6h9cVbA6ui8RqWV6xvIDKH,0,0.336,0.941,1,-6.984,1,0.0754,4.79e-05,0.66,0.331,0.57,131.367,152707,4
259,Green Day,21 Guns,64yrDBpcdwEdNY9loyEGbX,72,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093,4
260,The Beatles,Revolution - Remastered 2009,3UDmHZcBTQp8Iu8droNtUl,61,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4
261,Wolfgang Amadeus Mozart,"Eine kleine Nachtmusik, K. 525: I. Allegro",60Tlp4zyalUx36fNNKCC4g,0,0.527,0.119,7,-19.376,1,0.0481,0.935,0.363,0.0847,0.442,141.167,239987,4
262,Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",6cUCckpdlqHJ5Ascf2uH2A,61,0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,442000,4
263,Ludwig van Beethoven,"Für Elise, WoO 59",58Rq77Wl8ZqX7wIniT8Ujq,18,0.345,0.155,9,-24.262,0,0.0451,0.991,0.909,0.0641,0.282,127.208,189933,3
264,Wolfgang Amadeus Mozart,"Le Nozze di Figaro, K. 492: Sinfonia",4rjnWmrSRqXVkFWdKMG3pV,49,0.385,0.0738,2,-19.369,1,0.0439,0.84,0.947,0.155,0.173,142.337,251200,4
265,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the Sugar-Plum Fairy",3C4JNyv2NAT72xm0cDKl0v,44,0.323,0.0114,4,-38.855,0,0.0343,0.893,0.652,0.171,0.134,112.378,141373,4
266,Francesco Gabbani,Occidentali's Karma - Eurovision Version,4dd6dCTW5epqioOWCAwd3W,38,0.618,0.854,7,-3.679,0,0.0714,0.0255,5.41e-06,0.0747,0.613,113.963,183163,4
267,Eminem,8 Mile,5NmL2zxnlt9GiTB2TQbvFM,59,0.74,0.94,9,-4.195,1,0.285,0.125,8.33e-05,0.132,0.489,89.981,359400,4
268,2Pac,California Love - Original Version,2eU63GLRBeMOszGRTCEE9E,0,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,284907,4
269,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),4YMqbFcDIFiCBd02PzUBcM,0,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,4
270,Bon Jovi,Always,4JAJV4D2902ZQL4A63Q2fe,0,0.428,0.662,4,-5.433,1,0.0295,0.151,1.84e-06,0.215,0.367,71.515,353027,4
271,Santana,Black Magic Woman,4nmne9J3YCEdhvjTzwiAgu,59,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,195867,4
272,Franz Ferdinand,No You Girls,37CBHPCzV1rizPrxRUyR72,0,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,0.899,104.781,220453,4
273,Bob Marley & The Wailers,Is This Love,4mPd1gJhgcYFRSJyoYAxE8,56,0.766,0.525,6,-10.356,0,0.099,0.00839,0.0,0.055,0.864,122.448,231547,4
274,Damian Marley,Hey Girl,0CE6bK2FLHwelRZRSjrfYu,38,0.891,0.692,2,-8.49,1,0.134,0.00742,8.94e-05,0.321,0.857,96.411,255587,4
275,Damian Marley,Mr. Marley,20GSdMHkdOlbArsQ7s79Je,34,0.814,0.666,7,-8.629,1,0.032,0.102,0.0,0.137,0.727,110.21,265760,4
276,Damian Marley,Road To Zion,6Ja1mjO9WcJFX3LsH22gRk,61,0.724,0.696,1,-6.326,1,0.201,0.123,0.0,0.106,0.433,93.607,317333,4
277,System Of A Down,Fuck the System,5hjKYe3NOmWx2NVzVAeIGF,56,0.473,0.994,8,-1.884,1,0.104,0.00215,0.123,0.314,0.841,171.435,132733,4
278,Queens of the Stone Age,Feel Good Hit Of The Summer,7qTZ3NYt0p2Bdyaq4YS6UL,43,0.333,0.935,11,-5.768,1,0.178,0.0176,0.000476,0.176,0.516,164.926,163627,4
279,Queens of the Stone Age,Better Living Through Chemistry,1wI3o34hijAIHpjrilLqaL,37,0.253,0.811,10,-6.759,1,0.0533,0.354,0.883,0.101,0.486,109.505,349200,4
280,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,82,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
281,Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,78,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
282,Bruno Mars,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,82,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
283,R.E.M.,Losing My Religion,6bCPryuQjsts5cEybA3Nb5,40,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4
284,R.E.M.,Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,72,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,3
285,R.E.M.,Shiny Happy People,6YN6A8ppveObxb2usM3AQF,33,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,225787,4
286,R.E.M.,The One I Love - Remastered 2012,2fdfsGuqb6SBX5ocoBWHUd,63,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,197800,4
287,Eminem,Superman,4woTEX1wYOTGDqNXuavlRC,71,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,350320,4
288,Coldplay,Violet Hill,1ZqHjApl3pfzwjweTfMi0g,61,0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,222653,4
289,Coldplay,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,79,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
290,Coldplay,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,79,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
291,Coldplay,Clocks,0BCPKOYdS2jbQ8iyB56Zns,77,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4
292,Coldplay,Speed of Sound,7clUVcSOtkNWa58Gw5RfD4,68,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907,4
293,Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,85,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
294,Coldplay,Shiver,0qksx8mV28lztYIZ1om8ml,65,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,304200,3
295,Elton John,Your Song,38zsOOcu31XbbYj9BIPUF1,75,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,4
296,The Beatles,Penny Lane - Remastered 2009,1h04XMpzGzmAudoI6VHBgA,62,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,180893,4
297,The Beatles,I Am The Walrus - Remastered 2009,6Pq9MmkDQYZiiCDpxnvrf6,61,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867,4
298,The Beatles,Yellow Submarine - Remastered 2009,50xwQXPtfNZFKFeZ0XePWc,60,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,158880,4
